summonerName,championId,role,kills,deaths,assists,totalDamageDealt,totalDamageTaken,goldEarned,totalMinionsKilled,win,dragons,barons,turretsKilled
GigiSmantanel,266,TOP,5,2,1,18662,20801,9456,165,True,2.0,0.0,7.0
I LOVE SHALLTEAR,233,JUNGLE,10,1,3,11349,20562,9836,11,True,2.0,0.0,7.0
Dutchstar,34,MIDDLE,2,1,4,11911,11872,9839,175,True,2.0,0.0,7.0
,143,BOTTOM,1,0,4,8601,3695,7112,151,True,2.0,0.0,7.0
SquadMember01,37,UTILITY,1,2,7,3283,9355,5341,20,True,2.0,0.0,7.0
,777,TOP,0,6,1,12808,19241,5726,138,False,0.0,0.0,0.0
Nalsisiss,121,JUNGLE,2,7,1,8022,21346,6473,16,False,0.0,0.0,0.0
odbij cweIu,38,MIDDLE,1,2,0,7437,10896,5037,89,False,0.0,0.0,0.0
June 23,21,BOTTOM,1,2,1,6039,10052,7505,180,False,0.0,0.0,0.0
Kornelucha,43,UTILITY,2,2,2,3775,8328,5405,25,False,0.0,0.0,0.0
alexcela,58,TOP,9,4,7,17757,28622,11764,163,True,1.0,1.0,7.0
I LOVE SHALLTEAR,233,JUNGLE,6,6,15,22075,31021,11070,7,True,1.0,1.0,7.0
fear of heights,7,MIDDLE,14,4,12,28872,17021,14101,169,True,1.0,1.0,7.0
Zara Larsson,202,BOTTOM,10,3,15,21790,12747,12555,167,True,1.0,1.0,7.0
LofiHiphopBeats,43,UTILITY,2,8,19,12559,18334,7864,34,True,1.0,1.0,7.0
Boa Hancock,6,TOP,7,7,1,19467,26145,11705,172,False,3.0,0.0,4.0
before sunrise,20,JUNGLE,7,11,8,16197,38559,10279,4,False,3.0,0.0,4.0
FrankmEh,55,MIDDLE,9,8,4,16240,22674,11302,141,False,3.0,0.0,4.0
Bullecik,81,BOTTOM,2,8,9,23309,27502,9315,178,False,3.0,0.0,4.0
YFL PROLA,350,UTILITY,0,7,12,4351,14181,6589,21,False,3.0,0.0,4.0
rasone1996,86,TOP,4,7,1,10595,18061,7446,134,False,0.0,0.0,1.0
DodgeMyEbola,127,MIDDLE,6,3,2,12439,11998,7981,125,False,0.0,0.0,1.0
WRΛTH,107,JUNGLE,1,6,0,3944,18805,6178,8,False,0.0,0.0,1.0
Hyperíon,81,BOTTOM,0,5,1,9232,9145,5320,119,False,0.0,0.0,1.0
tempiqvyxtvklrki,526,UTILITY,1,7,5,3694,13256,4795,12,False,0.0,0.0,1.0
Devusowsky,777,TOP,4,2,6,9361,10748,9509,129,True,2.0,0.0,7.0
I LOVE SHALLTEAR,233,JUNGLE,11,1,6,14951,21757,10447,25,True,2.0,0.0,7.0
Kąppa,910,MIDDLE,4,5,3,15085,10864,7794,147,True,2.0,0.0,7.0
ShakeMyFeathers,498,BOTTOM,8,1,4,10716,8448,10670,168,True,2.0,0.0,7.0
Andykee,497,UTILITY,1,3,18,4260,10948,6418,16,True,2.0,0.0,7.0
HaiXCRO,126,TOP,6,11,3,19186,25165,10586,194,False,1.0,0.0,0.0
EUNEDESTROYER2,106,JUNGLE,0,9,6,6174,32728,7087,4,False,1.0,0.0,0.0
Jax the Gripper,238,MIDDLE,8,7,8,27327,18688,9599,135,False,1.0,0.0,0.0
Boots of Speed,30,BOTTOM,8,4,7,26999,15520,13478,244,False,1.0,0.0,0.0
Bardo,526,UTILITY,0,8,11,3934,21646,5980,30,False,1.0,0.0,0.0
Rezeda,114,TOP,7,6,8,23500,32812,13613,204,True,3.0,1.0,10.0
I LOVE SHALLTEAR,233,JUNGLE,12,6,12,21751,35217,13775,16,True,3.0,1.0,10.0
KsSzyna,115,BOTTOM,10,2,9,22273,13352,12747,200,True,3.0,1.0,10.0
,103,MIDDLE,8,3,7,18183,17550,11977,174,True,3.0,1.0,10.0
,235,UTILITY,2,5,18,7570,16176,9031,32,True,3.0,1.0,10.0
thejetede,13,,15,11,21,55188,30060,17734,149,False,0.0,0.0,2.0
Sara,141,,12,18,19,31014,40758,15043,23,False,0.0,0.0,2.0
I LOVE SHALLTEAR,64,,10,17,19,37878,50971,15094,33,False,0.0,0.0,2.0
VWPassatB5 19TDI,43,,8,14,39,38819,33344,15202,48,False,0.0,0.0,2.0
PakoXXl,62,,14,12,31,35256,49858,17069,27,False,0.0,0.0,2.0
,91,,20,16,25,46172,45131,19605,69,True,0.0,0.0,4.0
SimpleDev,236,,25,14,26,52207,33608,20397,100,True,0.0,0.0,4.0
NeduHD,518,,13,12,31,36516,31801,15907,53,True,0.0,0.0,4.0
RedAlarm69,101,,9,7,42,35471,19171,15141,31,True,0.0,0.0,4.0
AxeeJuggler,98,,5,10,50,23541,78038,15925,38,True,0.0,0.0,4.0
Dopamine Blood,54,TOP,6,7,7,12996,19473,10426,147,False,1.0,0.0,2.0
Blam,32,JUNGLE,2,7,11,12323,27275,8836,27,False,1.0,0.0,2.0
veke00,777,MIDDLE,9,10,10,23218,23423,12132,146,False,1.0,0.0,2.0
lainpilled,22,BOTTOM,6,8,4,15400,15721,8952,147,False,1.0,0.0,2.0
Rivqooo,43,UTILITY,1,7,11,7559,16157,6679,40,False,1.0,0.0,2.0
,80,TOP,6,4,6,15566,17223,10444,173,True,2.0,1.0,7.0
I LOVE SHALLTEAR,233,JUNGLE,10,7,14,22563,29225,12468,44,True,2.0,1.0,7.0
DiamentWtydzień,55,MIDDLE,15,5,11,26936,19125,12938,137,True,2.0,1.0,7.0
Laxoni,202,BOTTOM,6,5,12,14434,15499,11300,195,True,2.0,1.0,7.0
Z U J A,497,UTILITY,2,3,32,6210,13498,9091,22,True,2.0,1.0,7.0
Dopamine Blood,8,TOP,4,8,6,22985,31618,10081,194,True,3.0,0.0,8.0
Is It Top Fasta,2,JUNGLE,13,0,6,26315,36469,15058,19,True,3.0,0.0,8.0
XiaoTaoQi,268,MIDDLE,3,3,6,20960,14513,10334,222,True,3.0,0.0,8.0
Bullecik,21,BOTTOM,4,5,6,25730,17349,12543,243,True,3.0,0.0,8.0
Z U J A,12,UTILITY,2,4,16,6878,19296,7749,20,True,3.0,0.0,8.0
Vojteek,31,TOP,4,5,4,15817,37958,8842,133,False,1.0,0.0,3.0
I LOVE SHALLTEAR,233,JUNGLE,8,6,2,14498,32331,10984,20,False,1.0,0.0,3.0
veke00,30,MIDDLE,5,5,6,27619,21711,11477,207,False,1.0,0.0,3.0
,145,BOTTOM,3,3,8,21197,19205,11850,228,False,1.0,0.0,3.0
fiko,235,UTILITY,0,7,9,4582,13283,6984,31,False,1.0,0.0,3.0
1DarkHazz1,86,TOP,6,7,2,24616,39547,12442,213,False,4.0,1.0,6.0
,35,JUNGLE,14,7,8,35132,31418,16487,52,False,4.0,1.0,6.0
XGbtflt5Fx0,246,MIDDLE,9,8,11,32876,29592,16973,252,False,4.0,1.0,6.0
Hyperíon,81,BOTTOM,2,4,9,28188,25904,13237,255,False,4.0,1.0,6.0
Audire,143,UTILITY,5,5,15,23387,19338,10651,41,False,4.0,1.0,6.0
Rezeda,114,TOP,8,8,8,41933,52405,19379,310,True,1.0,1.0,7.0
I LOVE SHALLTEAR,233,JUNGLE,8,9,6,22964,43720,15990,40,True,1.0,1.0,7.0
1v1 with myself,38,MIDDLE,6,6,6,20163,30648,13807,238,True,1.0,1.0,7.0
Paučo enjoyer,523,BOTTOM,6,6,6,19639,24996,15861,281,True,1.0,1.0,7.0
zuiop21,432,UTILITY,3,7,12,12918,29677,10574,42,True,1.0,1.0,7.0
Shakara,893,TOP,2,13,4,19044,31572,8507,155,False,0.0,0.0,2.0
I LOVE SHALLTEAR,233,JUNGLE,10,5,2,15505,30859,11919,25,False,0.0,0.0,2.0
1v1 with myself,38,MIDDLE,4,4,4,18147,18482,9925,184,False,0.0,0.0,2.0
Masjaa,110,BOTTOM,0,5,5,16471,15183,9108,209,False,0.0,0.0,2.0
Chubla,53,UTILITY,1,8,7,5356,18383,6314,28,False,0.0,0.0,2.0
Dopamine Blood,8,TOP,12,6,5,24499,34571,11977,182,True,4.0,0.0,7.0
fading feelings,59,JUNGLE,5,4,15,15224,28075,11409,13,True,4.0,0.0,7.0
Clanger,61,MIDDLE,12,1,8,26282,15314,12937,206,True,4.0,0.0,7.0
Frederick II,202,BOTTOM,4,2,7,11466,10002,10894,225,True,4.0,0.0,7.0
zuiop21,432,UTILITY,2,5,19,12180,19844,8010,31,True,4.0,0.0,7.0
Sãvitąr,8,TOP,9,6,4,31314,32775,11875,186,True,3.0,1.0,10.0
,234,JUNGLE,3,1,4,10661,35545,11618,25,True,3.0,1.0,10.0
KsSzyna,69,MIDDLE,7,7,6,29887,30062,12463,176,True,3.0,1.0,10.0
Mrož,895,BOTTOM,5,3,6,15289,17697,13664,235,True,3.0,1.0,10.0
Davouchyr,147,UTILITY,0,2,14,8875,12630,7892,29,True,3.0,1.0,10.0
RealMuayThai,777,TOP,5,4,4,26889,36356,12127,220,False,0.0,0.0,3.0
I LOVE SHALLTEAR,233,JUNGLE,5,5,3,11277,26446,10229,44,False,0.0,0.0,3.0
Keywuer,112,MIDDLE,6,9,5,25955,22779,9731,142,False,0.0,0.0,3.0
,145,BOTTOM,2,1,3,12896,13436,10457,245,False,0.0,0.0,3.0
Woirkimild,40,UTILITY,1,5,8,6041,20230,6492,15,False,0.0,0.0,3.0
1DarkHazz1,36,TOP,2,5,1,16895,40117,9313,203,False,1.0,0.0,1.0
I LOVE SHALLTEAR,233,JUNGLE,4,8,7,16668,34849,9377,8,False,1.0,0.0,1.0
El Midero,99,MIDDLE,4,6,8,22277,12090,9496,193,False,1.0,0.0,1.0
Sedlii,222,BOTTOM,4,6,2,11406,16235,11286,243,False,1.0,0.0,1.0
Hejkva Girl,40,UTILITY,1,3,8,6735,14334,6411,28,False,1.0,0.0,1.0
SMECAR1,2,TOP,13,1,6,35704,32935,17395,249,True,2.0,1.0,11.0
Gochi,60,JUNGLE,5,4,4,15048,25862,11122,21,True,2.0,1.0,11.0
KsSzyna,4,MIDDLE,3,5,7,15430,21201,9910,164,True,2.0,1.0,11.0
EAT RAW MEAT XD,202,BOTTOM,6,3,7,22814,11164,12168,226,True,2.0,1.0,11.0
,89,UTILITY,1,2,16,7435,17508,7691,25,True,2.0,1.0,11.0
French Varus,901,TOP,1,7,4,22762,22339,8897,198,False,2.0,0.0,2.0
I LOVE SHALLTEAR,233,JUNGLE,6,7,7,19354,35250,9694,6,False,2.0,0.0,2.0
,10,MIDDLE,4,6,8,17461,21425,9957,172,False,2.0,0.0,2.0
Vitaminos doboz,202,BOTTOM,7,2,6,29251,15774,11340,214,False,2.0,0.0,2.0
Hachitis,235,UTILITY,2,5,15,11867,16668,8385,30,False,2.0,0.0,2.0
Vojteek,8,TOP,10,1,4,25854,35164,13126,207,True,2.0,1.0,9.0
GOTHMONEYSOULJA,876,JUNGLE,7,3,8,20714,42604,12959,34,True,2.0,1.0,9.0
LightCat,777,MIDDLE,3,3,9,22398,27502,12417,196,True,2.0,1.0,9.0
Laxoni,111,UTILITY,2,8,9,8482,28991,7483,40,True,2.0,1.0,9.0
Razwen,119,BOTTOM,5,5,6,15122,18314,13251,205,True,2.0,1.0,9.0
Dąbek1,117,TOP,0,12,11,11122,28082,7517,89,False,0.0,0.0,3.0
RIMEQQQQQ,35,JUNGLE,6,11,4,11895,32455,12980,112,False,0.0,0.0,3.0
PotężnyFilipek,777,MIDDLE,6,7,2,18907,26741,11036,173,False,0.0,0.0,3.0
KTM,21,BOTTOM,9,8,12,43143,24764,15256,212,False,0.0,0.0,3.0
Razwen,555,UTILITY,10,11,12,17733,28389,12385,36,False,0.0,0.0,3.0
Nórm,98,TOP,3,1,16,15326,25861,11325,179,True,4.0,1.0,10.0
I LOVE SHALLTEAR,233,JUNGLE,20,4,7,32040,40340,16461,43,True,4.0,1.0,10.0
KsSzyna,517,MIDDLE,10,8,4,24693,32056,13294,177,True,4.0,1.0,10.0
Vapuje po jungli,81,BOTTOM,15,7,4,31578,22518,15286,208,True,4.0,1.0,10.0
FischeroS,43,UTILITY,1,11,24,17284,23793,10350,51,True,4.0,1.0,10.0
glute spread,110,TOP,3,4,1,11719,8286,5906,92,False,0.0,0.0,1.0
greater good,245,JUNGLE,1,7,1,5655,20419,5177,10,False,0.0,0.0,1.0
odbij cweIu,91,MIDDLE,2,4,2,8091,10270,5007,86,False,0.0,0.0,1.0
el ratino,29,BOTTOM,3,7,1,7964,10134,4649,67,False,0.0,0.0,1.0
Salty Rodrick,235,UTILITY,0,6,3,4316,8947,4122,29,False,0.0,0.0,1.0
AKSU X XN88AX,75,TOP,2,3,3,3982,13316,5717,94,True,1.0,0.0,2.0
I LOVE SHALLTEAR,233,JUNGLE,12,2,5,14231,14602,8730,12,True,1.0,0.0,2.0
Khal Drοgo,3,MIDDLE,4,0,8,10199,10811,6199,95,True,1.0,0.0,2.0
ProBubu,498,BOTTOM,8,0,2,8440,7057,8744,126,True,1.0,0.0,2.0
Razwen,12,UTILITY,2,4,14,4644,12090,5558,20,True,1.0,0.0,2.0
AKSU X XN88AX,240,TOP,5,7,5,15503,22838,10202,163,True,1.0,0.0,5.0
greater good,234,JUNGLE,13,1,7,17827,27461,12223,24,True,1.0,0.0,5.0
odbij cweIu,91,MIDDLE,5,7,2,12528,17956,7847,128,True,1.0,0.0,5.0
,893,BOTTOM,10,5,10,20511,17363,11217,147,True,1.0,0.0,5.0
XD RAMZES XD,161,UTILITY,2,5,13,13778,13562,7962,63,True,1.0,0.0,5.0
Sãvitąr,8,TOP,4,6,3,13157,17616,7479,130,False,2.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,6,5,7,14052,24721,9170,18,False,2.0,0.0,0.0
h i t o r i,55,MIDDLE,7,6,3,13647,17036,8884,131,False,2.0,0.0,0.0
Magniia,202,BOTTOM,4,9,8,13151,17883,8552,151,False,2.0,0.0,0.0
Tomara,555,UTILITY,4,9,10,10984,19292,7861,27,False,2.0,0.0,0.0
Rezeda,164,TOP,5,6,4,15634,18857,9508,137,True,2.0,1.0,11.0
fading feelings,59,JUNGLE,6,3,14,12045,21905,10993,29,True,2.0,1.0,11.0
Earn,142,MIDDLE,6,1,5,18413,7335,10828,171,True,2.0,1.0,11.0
VALERIA BOUNZE,81,BOTTOM,11,2,9,26198,12540,13996,166,True,2.0,1.0,11.0
Blam,53,UTILITY,4,2,16,5818,11044,8580,19,True,2.0,1.0,11.0
Kanaxai,75,TOP,1,5,6,7958,27157,7739,137,False,0.0,0.0,1.0
I LOVE SHALLTEAR,233,JUNGLE,7,6,3,9892,20049,9509,17,False,0.0,0.0,1.0
gonzyV1,910,MIDDLE,1,6,2,11428,16322,7920,175,False,0.0,0.0,1.0
,96,BOTTOM,3,8,5,13208,18011,7437,116,False,0.0,0.0,1.0
zuiop21,117,UTILITY,2,7,8,5642,14813,6481,13,False,0.0,0.0,1.0
VALERIA BOUNZE,114,TOP,2,11,8,16438,42861,16148,304,True,4.0,1.0,7.0
,121,JUNGLE,13,12,14,40860,49191,17389,33,True,4.0,1.0,7.0
UrTimeIsLimited,910,MIDDLE,12,10,14,52790,27857,18705,271,True,4.0,1.0,7.0
Frederick II,30,BOTTOM,14,12,14,60528,34830,18850,230,True,4.0,1.0,7.0
Drowned God Pyke,555,UTILITY,4,15,19,11970,37189,12245,42,True,4.0,1.0,7.0
Adelean,777,TOP,12,6,8,35911,55807,21651,333,False,2.0,2.0,7.0
I LOVE SHALLTEAR,233,JUNGLE,17,11,19,34121,62958,19003,19,False,2.0,2.0,7.0
Earn,142,MIDDLE,20,4,18,51130,22697,19632,237,False,2.0,2.0,7.0
Yùgí,202,BOTTOM,10,10,20,26760,34635,16628,213,False,2.0,2.0,7.0
LofiHiphopBeats,111,UTILITY,1,14,24,10260,42137,10220,14,False,2.0,2.0,7.0
SMECAR1,126,TOP,9,3,6,22549,15205,12400,179,True,3.0,1.0,10.0
LD Łosiek,64,JUNGLE,10,4,11,19585,31436,12624,8,True,3.0,1.0,10.0
matous04,517,MIDDLE,8,3,4,19382,24419,11431,166,True,3.0,1.0,10.0
Unfriendly Fire ,22,BOTTOM,4,2,12,11252,9085,11401,189,True,3.0,1.0,10.0
fake9 AWERO,518,UTILITY,5,2,13,13284,12438,9295,31,True,3.0,1.0,10.0
Songesand,67,TOP,0,7,4,9519,15329,7372,165,False,0.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,3,9,3,12250,24986,7787,28,False,0.0,0.0,0.0
Čuspic nešlo nic,8,MIDDLE,4,5,1,19192,26989,8667,182,False,0.0,0.0,0.0
Eratheus,145,BOTTOM,7,7,2,11933,18480,10811,165,False,0.0,0.0,0.0
Kappe,26,UTILITY,0,8,6,8041,15766,5378,30,False,0.0,0.0,0.0
H3ndr1kH,6,TOP,1,2,4,11007,13510,7053,162,False,0.0,0.0,0.0
MilMoiAndrei,63,JUNGLE,3,7,2,12147,23858,7281,14,False,0.0,0.0,0.0
Dirndl,34,MIDDLE,1,7,6,8598,22603,6134,119,False,0.0,0.0,0.0
DarkStar2,222,BOTTOM,2,4,3,11285,12888,6114,117,False,0.0,0.0,0.0
Bardo,267,UTILITY,1,6,4,5109,12762,4320,19,False,0.0,0.0,0.0
Josip1953,875,TOP,0,2,4,8063,14859,5967,125,True,2.0,0.0,6.0
I LOVE SHALLTEAR,233,JUNGLE,11,3,4,13054,21105,10219,4,True,2.0,0.0,6.0
HipiteroTFT,131,MIDDLE,7,3,8,24275,11507,10262,148,True,2.0,0.0,6.0
Anästasja,21,BOTTOM,7,0,9,13513,9961,9554,157,True,2.0,0.0,6.0
dsquared,235,UTILITY,1,1,17,13735,11537,7349,19,True,2.0,0.0,6.0
HUMLE RUMBLE,154,TOP,6,0,15,22960,30704,10834,159,True,2.0,0.0,9.0
I LOVE SHALLTEAR,233,JUNGLE,14,4,16,26922,29956,13037,24,True,2.0,0.0,9.0
szeKí,91,MIDDLE,8,5,9,14555,17520,12618,203,True,2.0,0.0,9.0
Jang c ťiang,21,BOTTOM,13,4,9,27176,13410,14061,187,True,2.0,0.0,9.0
ZScarecrow,9,UTILITY,3,7,14,11371,13885,6897,33,True,2.0,0.0,9.0
Mαjor Alexander,360,BOTTOM,7,10,3,22546,19617,10003,133,False,1.0,0.0,2.0
ND BlackDahlia,59,JUNGLE,5,7,6,12033,29222,9607,24,False,1.0,0.0,2.0
HipiteroTFT,131,MIDDLE,7,10,4,18783,18659,12282,189,False,1.0,0.0,2.0
KTM,72,TOP,0,9,3,14845,28628,6440,129,False,1.0,0.0,2.0
Blam,53,UTILITY,0,8,6,6824,20761,5256,20,False,1.0,0.0,2.0
XiaoTaoQi,268,TOP,1,6,1,26826,21941,10414,245,False,1.0,0.0,4.0
PshycoMayko,102,JUNGLE,7,5,10,20962,36351,12590,22,False,1.0,0.0,4.0
,246,MIDDLE,7,6,6,15689,18627,11466,164,False,1.0,0.0,4.0
pxPvx,236,BOTTOM,2,8,1,13144,21671,8489,177,False,1.0,0.0,4.0
Zeri Abuser,267,UTILITY,1,6,7,5223,19786,6371,18,False,1.0,0.0,4.0
Rezeda,114,TOP,8,3,5,18185,31632,13372,231,True,3.0,1.0,10.0
I LOVE SHALLTEAR,233,JUNGLE,13,7,4,31013,35842,13404,42,True,3.0,1.0,10.0
gonzyV1,910,MIDDLE,3,6,9,18401,18822,11659,190,True,3.0,1.0,10.0
SΣNT1ΣNCΣ,145,BOTTOM,7,1,4,20486,17240,13332,223,True,3.0,1.0,10.0
Semke,902,UTILITY,0,1,20,5471,10148,8333,22,True,3.0,1.0,10.0
Kemseptyni,240,TOP,8,5,10,23142,32794,13097,162,True,1.0,0.0,9.0
Pr4wilnYT,141,JUNGLE,8,8,9,14524,35446,9799,2,True,1.0,0.0,9.0
Ręx,893,MIDDLE,9,4,12,30497,19031,10758,138,True,1.0,0.0,9.0
RoyalCaster,202,BOTTOM,4,2,10,16967,8143,9848,167,True,1.0,0.0,9.0
Filip321PL,89,UTILITY,1,4,16,9104,17817,6903,34,True,1.0,0.0,9.0
Respité,6,TOP,2,5,8,13402,24973,7447,137,False,2.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,6,9,9,18463,27498,9181,15,False,2.0,0.0,0.0
matous04,517,MIDDLE,7,5,7,18146,24591,8881,139,False,2.0,0.0,0.0
Yùgí,145,BOTTOM,7,4,7,22341,14912,10021,136,False,2.0,0.0,0.0
berryrasp,235,UTILITY,1,7,12,11300,18180,6507,29,False,2.0,0.0,0.0
DisabIed Jungler,897,TOP,3,10,9,24382,54884,11644,201,False,3.0,0.0,3.0
Μoυνιθρα,102,JUNGLE,7,10,11,38627,60734,18200,145,False,3.0,0.0,3.0
Earn,142,MIDDLE,11,6,9,39561,22087,15980,239,False,3.0,0.0,3.0
Central Attack,81,BOTTOM,8,11,10,34730,38053,14327,236,False,3.0,0.0,3.0
Filip321PL,526,UTILITY,5,11,16,9609,44703,10662,29,False,3.0,0.0,3.0
xαος,78,TOP,8,6,8,42592,54277,16020,239,True,3.0,2.0,11.0
I LOVE SHALLTEAR,233,JUNGLE,13,9,20,48657,57028,17152,34,True,3.0,2.0,11.0
szeKí,91,MIDDLE,8,5,7,20283,27180,15322,225,True,3.0,2.0,11.0
GXNDOWN,145,BOTTOM,15,6,11,53547,27245,18336,233,True,3.0,2.0,11.0
ZScarecrow,9,UTILITY,4,10,18,24207,30477,11171,54,True,3.0,2.0,11.0
TheMateX,420,TOP,4,8,2,25577,32840,9984,201,False,2.0,0.0,3.0
ZScarecrow,9,JUNGLE,11,6,5,23061,35817,13247,33,False,2.0,0.0,3.0
Papa Topou,134,MIDDLE,3,8,7,15985,17635,9767,170,False,2.0,0.0,3.0
Przepyszniak,29,BOTTOM,2,8,10,13328,21784,9961,180,False,2.0,0.0,3.0
Moudra,555,UTILITY,4,9,10,6965,19737,7642,23,False,2.0,0.0,3.0
ContuletzuTOXIC,875,TOP,7,5,3,20578,23936,11672,195,True,2.0,1.0,10.0
I LOVE SHALLTEAR,233,JUNGLE,7,3,11,22525,37729,12713,41,True,2.0,1.0,10.0
schabikowy,7,MIDDLE,15,4,2,27473,17256,15016,161,True,2.0,1.0,10.0
DaxenGunslinger,145,BOTTOM,8,3,9,20608,15955,13358,210,True,2.0,1.0,10.0
cwel z ista,888,UTILITY,2,9,16,7850,19535,8691,28,True,2.0,1.0,10.0
schabikowy,164,TOP,10,3,3,28012,23797,14340,186,True,2.0,1.0,11.0
Death Is A Sense,106,JUNGLE,3,4,9,10107,24550,9886,3,True,2.0,1.0,11.0
Khal Drοgo,777,MIDDLE,5,4,11,19081,21510,11537,181,True,2.0,1.0,11.0
Pisslownιg,63,UTILITY,3,6,9,16296,14420,8007,52,True,2.0,1.0,11.0
GXNDOWN,22,BOTTOM,4,3,10,14216,13227,10671,157,True,2.0,1.0,11.0
SIENIOPAS,235,UTILITY,2,4,12,7233,14212,7275,32,False,1.0,0.0,1.0
I LOVE SHALLTEAR,233,JUNGLE,5,8,3,16498,33264,8739,10,False,1.0,0.0,1.0
Reformed Shaco,127,MIDDLE,2,4,8,16352,21929,8658,181,False,1.0,0.0,1.0
Mbainajort,81,BOTTOM,3,4,6,13294,19349,8650,178,False,1.0,0.0,1.0
1v1 with myself,38,TOP,7,5,6,13528,16522,8714,97,False,1.0,0.0,1.0
Kemseptyni,240,TOP,2,4,1,14501,22270,8185,179,True,3.0,0.0,4.0
Reformed Shaco,28,JUNGLE,1,2,4,6027,24558,6974,1,True,3.0,0.0,4.0
Earn,142,MIDDLE,1,1,7,14160,4198,7082,148,True,3.0,0.0,4.0
fapek,29,BOTTOM,9,3,1,15682,10201,9350,141,True,3.0,0.0,4.0
KsSzyna,117,UTILITY,2,6,10,6992,10793,6906,14,True,3.0,0.0,4.0
TsogTheGod,58,TOP,2,3,3,12080,17667,7926,160,False,0.0,0.0,1.0
I LOVE SHALLTEAR,233,JUNGLE,9,4,3,17325,26615,9743,14,False,0.0,0.0,1.0
ElectricRaccoon,85,MIDDLE,0,2,7,8575,12300,5930,127,False,0.0,0.0,1.0
Pisslownιg,222,BOTTOM,3,5,2,2617,9930,6307,110,False,0.0,0.0,1.0
Vapuje po jungli,902,UTILITY,2,1,2,918,3590,4507,14,False,0.0,0.0,1.0
T1 VIPERGUMAYUZI,164,TOP,4,2,1,10839,13806,7990,132,True,1.0,0.0,3.0
XiaoTaoQi,56,JUNGLE,7,0,5,6549,15742,7773,5,True,1.0,0.0,3.0
Papa Topou,711,MIDDLE,2,0,1,7589,5101,5797,135,True,1.0,0.0,3.0
operacja ist ,202,BOTTOM,7,2,4,11309,5094,7871,118,True,1.0,0.0,3.0
Gerap4,117,UTILITY,1,3,12,9137,6338,5557,12,True,1.0,0.0,3.0
Dopamine Blood,54,TOP,2,3,0,5431,11488,4802,90,False,0.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,1,6,2,4324,14954,4699,0,False,0.0,0.0,0.0
Léchu,51,BOTTOM,3,5,2,6069,9177,5548,102,False,0.0,0.0,0.0
1v1 with myself,38,MIDDLE,0,3,0,4155,10834,4316,104,False,0.0,0.0,0.0
Mňau,89,UTILITY,1,4,4,2962,11585,3968,12,False,0.0,0.0,0.0
Dopamine Blood,8,TOP,2,1,1,7713,7767,6102,130,False,0.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,3,6,2,5530,20422,6575,4,False,0.0,0.0,0.0
Moudra,161,MIDDLE,1,5,1,10126,12187,5991,141,False,0.0,0.0,0.0
Zjarałem sie,67,BOTTOM,0,6,2,6594,15980,5426,105,False,0.0,0.0,0.0
Gerap4,117,UTILITY,3,9,4,9713,15819,5986,21,False,0.0,0.0,0.0
Mňau,86,TOP,1,3,1,4805,15147,7333,159,True,3.0,0.0,10.0
ND BlackDahlia,59,JUNGLE,7,0,9,7618,15499,9828,20,True,3.0,0.0,10.0
T1 VIPERGUMAYUZI,236,BOTTOM,12,2,5,29709,21223,12845,199,True,3.0,0.0,10.0
Galio R goes brr,3,MIDDLE,4,2,7,6875,9098,7750,113,True,3.0,0.0,10.0
Papa Topou,235,UTILITY,2,2,14,6251,6877,7201,20,True,3.0,0.0,10.0
Kemseptyni,240,TOP,5,0,4,13145,14648,10927,173,True,2.0,0.0,8.0
16 Lineς,245,JUNGLE,7,1,7,9031,19158,9403,12,True,2.0,0.0,8.0
pitaya,81,MIDDLE,5,4,5,16102,11380,8000,130,True,2.0,0.0,8.0
Xelar,145,BOTTOM,4,5,11,16123,10622,8056,131,True,2.0,0.0,8.0
exDè,201,UTILITY,2,4,14,4290,9284,6178,14,True,2.0,0.0,8.0
Big floppα,98,TOP,1,4,1,5508,11694,4902,88,False,0.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,4,6,5,9551,19939,6758,16,False,0.0,0.0,0.0
OvenDodger69,34,MIDDLE,3,4,5,9370,18692,7054,137,False,0.0,0.0,0.0
Hyperíon,67,BOTTOM,3,5,2,10694,11898,5999,124,False,0.0,0.0,0.0
chiński taboret,902,UTILITY,2,4,8,4150,9026,5277,16,False,0.0,0.0,0.0
SIENIOPAS,86,TOP,2,3,0,3464,12126,5859,125,False,0.0,0.0,0.0
I LOVE SHALLTEAR,233,JUNGLE,2,5,4,8201,13388,5823,8,False,0.0,0.0,0.0
Tomara,555,UTILITY,2,4,3,2874,9813,4292,20,False,0.0,0.0,0.0
ATTACK ON POTATO,21,BOTTOM,2,5,2,5465,9283,5042,98,False,0.0,0.0,0.0
Wøo Back Baby,163,MIDDLE,1,7,2,4714,10805,4180,60,False,0.0,0.0,0.0
człowiek z gapu,133,TOP,5,4,0,10944,9237,6282,106,True,2.0,0.0,3.0
ZScarecrow,106,JUNGLE,3,1,5,5515,12741,6194,14,True,2.0,0.0,3.0
,902,UTILITY,2,2,7,3466,6545,4670,21,True,2.0,0.0,3.0
